crossword_form,length,lemma,pos,date,formation,definition,url
HEMPENLY,8,hempenly,adjective,1609,derivative,Relating to or connected with hemp.,http://www.oed.com/dictionary/hempenly_adj
HUFFPUFF,8,huff-puff,adjective,1582,compound,Moved with every puff of wind.,http://www.oed.com/dictionary/huff-puff_adj
HURTFOOT,8,hurtfoot,noun,1567,compound,That which hurts the foot.,http://www.oed.com/dictionary/hurtfoot_n
HYPOSTLE,8,hypostle,noun,a1626,borrowing,One who draws back; an apostate.,http://www.oed.com/dictionary/hypostle_n
IMMODISH,8,immodish,adjective,a1657,derivative,Not according to the mode; unfashionable.,http://www.oed.com/dictionary/immodish_adj
IMMOTION,8,immotion,noun,1706,derivative,? Impulse. (Apparently fantastically used.),http://www.oed.com/dictionary/immotion_n
INLOVING,8,inloving,noun,1633,derivative,"Loving, holding in affection.",http://www.oed.com/dictionary/inloving_n
INSERENE,8,inserene,verb,1609,derivative,transitive. To render cloudy or not serene; to cloud.,http://www.oed.com/dictionary/inserene_v
INTAILED,8,intailed,adjective,1659,derivative,Joined by the tails (with allusion to Judges xv. 4).,http://www.oed.com/dictionary/intailed_adj
JACKMATE,8,Jack mate,noun,1577,compound,A person or party able to contend with another on…,http://www.oed.com/dictionary/jack-mate_n
JILTSHIP,8,jiltship,noun,1690,derivative,A mock title for a jilt.,http://www.oed.com/dictionary/jiltship_n
KEEPDOOR,8,keep-door,noun,1682,compound,"A porter, door-ward.",http://www.oed.com/dictionary/keep-door_n
LACKEYAN,8,lackeyan,adjective,1620,derivative,Of or pertaining to a lackey.,http://www.oed.com/dictionary/lackeyan_adj
LEAPSKIP,8,leap-skip,adjective,a1649,compound,Applied to the knight's move in chess.,http://www.oed.com/dictionary/leap-skip_adj
LIGHTBED,8,light-bed,verb,1612,compound,intransitive. Of a vessel: to run aground lightly.,http://www.oed.com/dictionary/light-bed_v
LURCHMAN,8,lurch-man,noun,1603,compound,A pilferer.,http://www.oed.com/dictionary/lurch-man_n
MALLETER,8,malleter,noun,1823,derivative,"A person who beats, as with a mallet.",http://www.oed.com/dictionary/malleter_n
MANUCAPT,8,manucapt,verb,1898,backformation,transitive. To provide sureties for the…,http://www.oed.com/dictionary/manucapt_v
MARATIZE,8,Maratize,verb,1794,proper name,transitive. To assassinate as Marat was assassinated.,http://www.oed.com/dictionary/maratize_v
MASQUINS,8,masquins,noun,1694,variant,A masquerade.,http://www.oed.com/dictionary/masquins_n
MESSIESS,8,Messiess,noun,1685,borrowing,A female Messiah.,http://www.oed.com/dictionary/messiess_n
METREDOM,8,metredom,noun,1592,derivative,Versifying; the writing of poetry.,http://www.oed.com/dictionary/metredom_n
MIDWIFER,8,midwifer,noun,1825,derivative,"A male midwife; = man-midwife, n.",http://www.oed.com/dictionary/midwifer_n
MINDSMAN,8,mindsman,noun,1837,compound,"A man of mind (see mind, n.¹ IV.21b).",http://www.oed.com/dictionary/mindsman_n
MISNAMER,8,misnamer,noun,1589,derivative,"Puttenham's word for: metonymy. Cf. surnamer, n.",http://www.oed.com/dictionary/misnamer_n
MOBFEAST,8,mob feast,noun,1830,compound,A banquet open to all.,http://www.oed.com/dictionary/mob-feast_n
MOMUSITE,8,Momusite,noun,1655,proper name,A supposed follower of Momus; a person who…,http://www.oed.com/dictionary/momusite_n
MONETISM,8,monetism,noun,1707,borrowing,"The worship of money. Cf. monetist, n.",http://www.oed.com/dictionary/monetism_n
MONETIST,8,monetist,noun,1707,borrowing,"A person who worships money. Cf. monetism, n.",http://www.oed.com/dictionary/monetist_n
MONOPOUS,8,monopous,adjective,1798,borrowing,That has only one eye; one-eyed.,http://www.oed.com/dictionary/monopous_adj
MORTIFER,8,mortifer,noun,1667,borrowing,A bringer of death.,http://www.oed.com/dictionary/mortifer_n
MUDQUAKE,8,mud-quake,noun,1760,compound,An earthquake occurring in muddy or marshy terrain.,http://www.oed.com/dictionary/mud-quake_n
NAOMETRY,8,naometry,noun,1631,borrowing,Prophecy founded on the numerological analysis of…,http://www.oed.com/dictionary/naometry_n
NEALFIRE,8,neal-fire,noun,1813,compound,Annealing fire (figurative in quot. 1813).,http://www.oed.com/dictionary/neal-fire_n
NETTLEFY,8,nettlefy,verb,1602,derivative,"transitive. To wreathe with nettles; = nettle, v…",http://www.oed.com/dictionary/nettlefy_v
NIGRIFIC,8,nigrific,adjective,1804,borrowing,Black.,http://www.oed.com/dictionary/nigrific_adj
NITIGRAM,8,nitigram,noun,1614,compound,An inept or mediocre epigram.,http://www.oed.com/dictionary/nitigram_n
NONSICUT,8,nonsicut,noun,1621,borrowing,"A person regarded as perfect or excellent, a…",http://www.oed.com/dictionary/nonsicut_n
NOOMETRY,8,noometry,noun,1817,borrowing,The measurement of the mind.,http://www.oed.com/dictionary/noometry_n
OCEANINN,8,ocean-inn,noun,1851,compound,"A stopping-place in the ocean, likened to an inn.",http://www.oed.com/dictionary/ocean-inn_n
OINTLING,8,ointling,noun,a1603,derivative,An anointed priest.,http://www.oed.com/dictionary/ointling_n
OUTFOLIO,8,outfolio,verb,1847,derivative,(transitive) to drive out with folios.,http://www.oed.com/dictionary/outfolio_v
OUTLOOSE,8,out-loose,noun,1689,derivative,"A means of escape (from an obligation, duty, etc.).",http://www.oed.com/dictionary/out-loose_n
OUTUNCLE,8,out-uncle,verb,1747,derivative,(transitive) to do out of an uncle.,http://www.oed.com/dictionary/out-uncle_v
OXFELLER,8,ox-feller,noun,1856,compound,A butcher.,http://www.oed.com/dictionary/ox-feller_n
PAGEMEAL,8,pagemeal,adverb,1827,derivative,Page by page.,http://www.oed.com/dictionary/pagemeal_adv
PAMCHILD,8,pam-child,noun,1760,compound,A male child.,http://www.oed.com/dictionary/pam-child_n
PARABORE,8,parabore,noun,1844,derivative,A defence from bores.,http://www.oed.com/dictionary/parabore_n
PARASTER,8,paraster,noun,1653,borrowing,"A (supposed) image of a star, analogous to a…",http://www.oed.com/dictionary/paraster_n
PARTYKIN,8,partykin,noun,1855,derivative,A small social party.,http://www.oed.com/dictionary/partykin_n
PASTEGOD,8,paste-god,noun,1626,compound,An idol made of paste.,http://www.oed.com/dictionary/paste-god_n
PEDALISM,8,pedalism,noun,1863,derivative,"Pedal agency, action of the feet.",http://www.oed.com/dictionary/pedalism_n
PENCILRY,8,pencilry,noun,1620,derivative,The use of a pencil; drawing or painting with a pencil.,http://www.oed.com/dictionary/pencilry_n
PEPLOSED,8,peplosed,adjective,1875,derivative,Wearing a peplos.,http://www.oed.com/dictionary/peplosed_adj
PETERKIN,8,Peterkin,noun,1892,proper name,An unworthy or insignificant claimant to the…,http://www.oed.com/dictionary/peterkin_n
PETTYFOG,8,petty-fog,noun,1641,compound,A small mist.,http://www.oed.com/dictionary/petty-fog_n
PEZANTIC,8,pezantic,adjective,1613,derivative,"Like a peasant; rustic, uncouth.",http://www.oed.com/dictionary/pezantic_adj
PIGFULLY,8,pigfully,adverb,1891,derivative,In a manner befitting a pig.,http://www.oed.com/dictionary/pigfully_adv
PINDFOOL,8,pindfool,noun,1550,variant,A place where fools are enclosed; (contextually)…,http://www.oed.com/dictionary/pindfool_n
PINFAITH,8,pin-faith,adjective,1800,compound,Implicitly believing or credulous; liable to pin…,http://www.oed.com/dictionary/pin-faith_adj
PODICATE,8,podicate,verb,1853,borrowing,intransitive. To slide or move along on one's buttocks.,http://www.oed.com/dictionary/podicate_v
POLYEPIC,8,polyepic,adjective,a1832,,Consisting of more than one word.,http://www.oed.com/dictionary/polyepic_adj
POPENESS,8,popeness,noun,a1684,derivative,Possession or assumption of popelike attributes.,http://www.oed.com/dictionary/popeness_n
POPINIAN,8,popinian,noun,1613,compound,A Roman Catholic.,http://www.oed.com/dictionary/popinian_n
POROLOGY,8,porology,noun,1684,compound,A scientific treatise on pores or porous bodies.,http://www.oed.com/dictionary/porology_n
POSEMENT,8,posement,noun,1850,derivative,Perplexity.,http://www.oed.com/dictionary/posement_n
POSTVIDE,8,postvide,verb,a1661,derivative,intransitive (with against) to make provision for…,http://www.oed.com/dictionary/postvide_v
POTHARDY,8,pot-hardy,adjective,1615,compound,Emboldened as a result of inebriation; cf…,http://www.oed.com/dictionary/pot-hardy_adj
POTISUGE,8,potisuge,noun,1620,borrowing,A drunkard.,http://www.oed.com/dictionary/potisuge_n
POWERLET,8,powerlet,noun,1889,derivative,An insignificant power.,http://www.oed.com/dictionary/powerlet_n
PRAYPRAY,8,pray-pray,adjective,1753,compound,Like a person saying ‘Pray! pray!’; beseeching or…,http://www.oed.com/dictionary/pray-pray_adj
PRIMEFUL,8,primeful,adjective,1606,derivative,Characterized by being in the prime of life; youthful.,http://www.oed.com/dictionary/primeful_adj
PRINCIFY,8,princify,verb,1847,derivative,transitive. To make into a prince; to make princely.,http://www.oed.com/dictionary/princify_v
PROGREDE,8,progrede,verb,1866,borrowing,intransitive. To move in a direct (prograde) direction.,http://www.oed.com/dictionary/progrede_v
PROTODAW,8,protodaw,noun,1548,compound,"An utter fool, a complete idiot.",http://www.oed.com/dictionary/protodaw_n
PSEUDISM,8,pseudism,noun,1899,borrowing,A false statement.,http://www.oed.com/dictionary/pseudism_n
PULPITLY,8,pulpitly,adverb,1872,derivative,With regard to the pulpit or preaching.,http://www.oed.com/dictionary/pulpitly_adv
PULSEPAD,8,pulse-pad,noun,1702,compound,"A medical man (cf. pad, n.³ 4).",http://www.oed.com/dictionary/pulse-pad_n
PULSIDGE,8,pulsidge,noun,1600,variant,"Humorous blunder for pulse, n.²",http://www.oed.com/dictionary/pulsidge_n
PUNCHINE,8,Punchine,adjective,1846,proper name,Of or relating to the magazine Punch.,http://www.oed.com/dictionary/punchine_adj
PUPPYESS,8,puppyess,noun,1791,derivative,"A female puppy (puppy, n. 2a); a foolish…",http://www.oed.com/dictionary/puppyess_n
PYROTECT,8,pyrotect,noun,1851,compound,"A maker of fireworks, a pyrotechnist.",http://www.oed.com/dictionary/pyrotect_n
RANKRODE,8,rank-rode,adjective,1609,compound,That has ridden furiously.,http://www.oed.com/dictionary/rank-rode_adj
SAINTAGE,8,saintage,noun,1657,derivative,Honour (done) as to a saint.,http://www.oed.com/dictionary/saintage_n
SANDDUST,8,sand dust,noun,1604,compound,"= dust, n.¹ 3b.",http://www.oed.com/dictionary/sand-dust_n
SCOTIETY,8,Scotiety,noun,1655,proper name,The essential qualities of John Duns Scotus. See…,http://www.oed.com/dictionary/scotiety_n
SELFCIDE,8,selfcide,noun,1692,derivative,An act of killing oneself; suicide.,http://www.oed.com/dictionary/selfcide_n
SELFLEFT,8,self-left,adjective,1667,derivative,Left to oneself or itself; left alone.,http://www.oed.com/dictionary/self-left_adj
SHAMSTER,8,shamster,noun,1716,derivative,"A shammer, impostor.",http://www.oed.com/dictionary/shamster_n
SHIFTGOT,8,shift-got,adjective,1598,compound,Obtained by fraudulent or underhand means (cf…,http://www.oed.com/dictionary/shift-got_adj
SHOPDONE,8,shop-done,adjective,1888,compound,Produced in a workshop.,http://www.oed.com/dictionary/shop-done_adj
SINKSOUL,8,sink-soul,noun,1688,compound,A person who destroys souls.,http://www.oed.com/dictionary/sink-soul_n
SLAVEAGE,8,slaveage,noun,1831,derivative,Enslaved people regarded as a class or group.,http://www.oed.com/dictionary/slaveage_n
SNAPPERY,8,snappery,noun,1639,derivative,The action of cutting with a snap.,http://www.oed.com/dictionary/snappery_n
SNIPPERY,8,snippery,noun,1639,derivative,Snipping.,http://www.oed.com/dictionary/snippery_n
STAFFIAN,8,staffian,adjective,1820,derivative,Suitable for making staffs.,http://www.oed.com/dictionary/staffian_adj
STAYTIME,8,stay-time,noun,1713,compound,? something to arrest the flight of time.,http://www.oed.com/dictionary/stay-time_n
STEEPFUL,8,steepful,adjective,1606,derivative,"Abounding in steeps, steep.",http://www.oed.com/dictionary/steepful_adj
STINTKEY,8,stint-key,noun,1827,compound,A key which checks the supply (of ale); in quot…,http://www.oed.com/dictionary/stint-key_n
STOWSOME,8,stowsome,adjective,1674,derivative,Having position in space.,http://www.oed.com/dictionary/stowsome_adj
STUDWISE,8,stud-wise,adverb,1600,,In a studded pattern.,http://www.oed.com/dictionary/stud-wise_adv
STUDYMAN,8,study-man,noun,1657,compound,A man who engages in study; a scholar (as opposed…,http://www.oed.com/dictionary/study-man_n
SWASHADO,8,swashado,noun,1663,derivative,A swashbuckler.,http://www.oed.com/dictionary/swashado_n
TAWDRYNE,8,tawdryne,noun,1586,arbitrary,"= tawdry, n.",http://www.oed.com/dictionary/tawdryne_n
TEMPLIZE,8,templize,verb,1650,derivative,intransitive. To assume the form or character of…,http://www.oed.com/dictionary/templize_v
THETISIE,8,Thetisie,noun,1600,derivative,The abode of Thetis and the Nereids; the watery realm.,http://www.oed.com/dictionary/thetisie_n
TIPPLAGE,8,tipplage,noun,1653,derivative,"Intoxicating drink generally, tipple.",http://www.oed.com/dictionary/tipplage_n
TOMECIDE,8,tomecide,noun,1849,derivative,A person who destroys books.,http://www.oed.com/dictionary/tomecide_n
TOPGIDDY,8,top-giddy,adjective,1824,compound,Probably: giddy as a top.,http://www.oed.com/dictionary/top-giddy_adj
TOPRIGHT,8,top-right,adjective,a1560,compound,"Upright, erect.",http://www.oed.com/dictionary/top-right_adj
TOTANGLE,8,totangle,noun,1629,borrowing,A figure that is ‘all angle’: applied to a circle…,http://www.oed.com/dictionary/totangle_n
TOWNSKIP,8,townskip,noun,1837,compound,A humorous form of address for a boy.,http://www.oed.com/dictionary/townskip_n
TRANSLAY,8,translay,verb,a1861,derivative,transitive. To transfer and rebury (a person's…,http://www.oed.com/dictionary/translay_v
TURCICAL,8,Turcical,adjective,1602,borrowing,Characteristic or typical of the Turks; Turkish…,http://www.oed.com/dictionary/turcical_adj
TYMPANED,8,tympaned,adjective,a1634,derivative,"Affected as with a ‘tympan’ (tympan, n. 2)…",http://www.oed.com/dictionary/tympaned_adj
UNLAVING,8,unlaving,adjective,1834,derivative,"That does not bathe or wash. Cf. lave, v.¹ 1.",http://www.oed.com/dictionary/unlaving_adj
UTRALITY,8,utrality,noun,1642,borrowing,Tendency to favour both sides; inclination…,http://www.oed.com/dictionary/utrality_n
WEDSPITE,8,wed-spite,adjective,a1577,compound,"= spite-wed, adj.",http://www.oed.com/dictionary/wed-spite_adj
WHORESTY,8,whore-sty,noun,1621,compound,A brothel.,http://www.oed.com/dictionary/whore-sty_n
WINGPOST,8,wing-post,noun,a1661,compound,A carrier pigeon.,http://www.oed.com/dictionary/wing-post_n
WITHALSO,8,with also,adverb,1586,compound,"Also; = withal, adv. A.1a.",http://www.oed.com/dictionary/with-also_adv
WITTIFUL,8,wittiful,adjective,1590,derivative,"Full of ‘wit’, wise, sensible.",http://www.oed.com/dictionary/wittiful_adj
YOHEHOIC,8,yo-hehoic,adjective,1888,derivative,"relating to the cry ‘yo-he-ho’; cf. yo-he-ho theory, n.",http://www.oed.com/dictionary/yo-hehoic_adj
ZEBEDIST,8,Zebedist,noun,1574,proper name,A person who seeks advancement or high office.,http://www.oed.com/dictionary/zebedist_n
AGECOEVAL,9,age-coeval,adjective,1843,compound,Having the same age or date of origin…,http://www.oed.com/dictionary/age-coeval_adj
AGREEMONY,9,agreemony,noun,1678,variant,Agreeableness.,http://www.oed.com/dictionary/agreemony_n
AGUESHAKE,9,ague-shake,verb,1653,compound,transitive to cause (a person) to shake as though…,http://www.oed.com/dictionary/ague-shake_v
BEATIZING,9,beatizing,adjective,1652,derivative,That beatifies or imparts divine or heavenly…,http://www.oed.com/dictionary/beatizing_adj
BITEBEAST,9,bite-beast,noun,1877,compound,A creature that bites.,http://www.oed.com/dictionary/bite-beast_n
BREAKLOVE,9,breaklove,adjective,1582,compound,That destroys love or ends loving relationship.,http://www.oed.com/dictionary/breaklove_adj
BUSKINADE,9,buskinade,noun,1653,derivative,A blow given with a buskin.,http://www.oed.com/dictionary/buskinade_n
CALFLOLLY,9,calf-lolly,noun,1708,compound,A stupid calf.,http://www.oed.com/dictionary/calf-lolly_n
CANTANKER,9,cantanker,noun,1825,backformation,"= cantankerousness, n.",http://www.oed.com/dictionary/cantanker_n
CELLARITY,9,cellarity,noun,1867,derivative,The condition of living in a cellar.,http://www.oed.com/dictionary/cellarity_n
CHAIRBOLL,9,chair boll,noun,1556,compound,"A round knob on the arm of a chair (cf. boll, n.¹ 4).",http://www.oed.com/dictionary/chair-boll_n
CHEAPABLE,9,cheapable,adjective,1570,derivative,Perhaps: having monetary value.,http://www.oed.com/dictionary/cheapable_adj
CIDERSHIP,9,cidership,noun,1594,derivative,With possessive adjective: a mock title of…,http://www.oed.com/dictionary/cidership_n
CITTICISM,9,citticism,noun,1616,,Urban manner.,http://www.oed.com/dictionary/citticism_n
CLOCKBEAM,9,clock-beam,noun,1862,compound,A pendulum.,http://www.oed.com/dictionary/clock-beam_n
COCKNEITY,9,cockneity,noun,a1881,derivative,Cockney people.,http://www.oed.com/dictionary/cockneity_n
COMPRIEST,9,compriest,noun,1642,derivative,A fellow-priest; a compresbyter.,http://www.oed.com/dictionary/compriest_n
CONEYHOOD,9,coneyhood,noun,1595,derivative,"The condition of being a dupe (see coney, n.¹ III.10).",http://www.oed.com/dictionary/coneyhood_n
CONIATING,9,coniating,noun,1693,borrowing,Used to express the noise made by storks.,http://www.oed.com/dictionary/coniating_n
CORANTOLY,9,corantoly,adverb,1657,derivative,In the style of a coranto.,http://www.oed.com/dictionary/corantoly_adv
